member_id,committee_id,party_id,bill_id,bill_title,committee_history.committee_1,committee_history.committee_2,committee_history.committee_1_start_date,committee_history.committee_1_end_date,committee_history.committee_2_start_date,committee_history.committee_2_end_date,party_history.party_1,party_history.party_1_start_date,party_history.party_1_end_date,party_history.party_2,party_history.party_2_start_date,party_history.party_2_end_date,name,gender,district,member_start_date,member_end_date,birthyear
0R68099X,"보건복지위원회, 예산결산특별위원회",더불어시민당/더불어민주당,0,,"보건복지위원회, 예산결산특별위원회","보건복지위원회, 예산결산특별위원회",,,,,더불어시민당/더불어민주당,,,더불어시민당/더불어민주당,,,이수진,여,비례대표/경기 성남시중원구,,,
S9U45255,정무위원회,/미래통합당/국민의힘,0,,정무위원회,정무위원회,,,,,/미래통합당/국민의힘,,,/미래통합당/국민의힘,,,이양수,남,강원 속초시고성군양양군/강원 속초시인제군고성군양양군/강원 속초시인제군고성군양양군,,,
1X376850,,미래한국당,0,,,,,,,,미래한국당,,,미래한국당,,,이영,여,비례대표,,,
5UN9725L,,미래한국당,0,,,,,,,,미래한국당,,,미래한국당,,,이용,남,비례대표,,,1978-06-23T00:00:00.000Z
GKD32201,,더불어민주당,0,,,,,,,,더불어민주당,,,더불어민주당,,,이용빈,남,광주 광산구갑,,,
9JF4562W,외교통일위원회,더불어민주당/더불어민주당,0,,외교통일위원회,외교통일위원회,,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,이용선,남,서울 양천구을/서울 양천구을,,,
G7512472,,더불어민주당,0,,,,,,,,더불어민주당,,,더불어민주당,,,이용우,남,경기 고양시정,,,
DBA1057Z,,국민의당/무소속,0,,,,,,,,국민의당/무소속,,,국민의당/무소속,,,이용호,남,전북 남원시임실군순창군/전북 남원시임실군순창군,,,
16D7652C,,/더불어민주당/더불어민주당,0,,,,,,,,/더불어민주당/더불어민주당,,,/더불어민주당/더불어민주당,,,이원욱,남,경기 화성시을/경기 화성시을/경기 화성시을,,,
DAV7257X,"농림축산식품해양수산위원회, 산불피해지원대책 특별위원회",더불어민주당/더불어민주당,0,,"농림축산식품해양수산위원회, 산불피해지원대책 특별위원회","농림축산식품해양수산위원회, 산불피해지원대책 특별위원회",,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,이원택,남,전북 김제시부안군/전북 군산시김제시부안군을,,,1970-01-25T00:00:00.000Z
W1Q6753M,,정의당,0,,,,,,,,정의당,,,정의당,,,이은주,여,비례대표,,,
DWK26447,"기획재정위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 성평등가족위원회",국민의힘/국민의힘,0,,"기획재정위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 성평등가족위원회","기획재정위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 성평등가족위원회",,,,,국민의힘/국민의힘,,,국민의힘/국민의힘,,,이인선,여,대구 수성구을/대구 수성구을,,,
3ZR4438W,"정무위원회, 정보위원회",//더불어민주당/더불어민주당/더불어민주당,0,,"정무위원회, 정보위원회","정무위원회, 정보위원회",,,,,//더불어민주당/더불어민주당/더불어민주당,,,//더불어민주당/더불어민주당/더불어민주당,,,이인영,남,서울특별시 구로구갑/서울 구로구갑/서울 구로구갑/서울 구로구갑/서울 구로구갑,,,
SZ51175J,,/정의당,0,,,,,,,,/정의당,,,/정의당,,,이자스민,여,비례대표/비례대표,,,1977-01-06T00:00:00.000Z
7I09543O,,더불어민주당,0,,,,,,,,더불어민주당,,,더불어민주당,,,이장섭,남,충북 청주시서원구,,,
IUD9392R,외교통일위원회,더불어민주당/더불어민주당,0,,,외교통일위원회,,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,이재명,남,인천 계양구을/인천 계양구을,,,
UQ282145,외교통일위원회,더불어민주당/더불어민주당/더불어민주당,0,,외교통일위원회,외교통일위원회,,,,,더불어민주당/더불어민주당/더불어민주당,,,더불어민주당/더불어민주당/더불어민주당,,,이재정,여,비례대표/경기 안양시동안구을/경기 안양시동안구을,,,1974-08-02T00:00:00.000Z
O0I2045I,정무위원회,더불어민주당/더불어민주당,0,,정무위원회,정무위원회,,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,이정문,남,충남 천안시병/충남 천안시병,,,1973-01-05T00:00:00.000Z
HSW1214Q,"예산결산특별위원회, 기후에너지환경노동위원회",//미래통합당/국민의힘,0,,"예산결산특별위원회, 기후에너지환경노동위원회","예산결산특별위원회, 기후에너지환경노동위원회",,,,,//미래통합당/국민의힘,,,//미래통합당/국민의힘,,,이종배,남,충북 충주시/충북 충주시/충북 충주시/충북 충주시,,,
FDC3144T,,미래한국당,0,,,,,,,,미래한국당,,,미래한국당,,,이종성,남,비례대표,,,1970-02-17T00:00:00.000Z
3RW63706,,미래통합당,0,,,,,,,,미래통합당,,,미래통합당,,,이주환,남,부산 연제구,,,
WDS6044S,,//미래통합당,0,,,,,,,,//미래통합당,,,//미래통합당,,,이채익,남,울산 남구갑/울산 남구갑/울산 남구갑,,,
TZP9391O,산업통상자원중소벤처기업위원회,무소속/미래통합당/국민의힘,0,,산업통상자원중소벤처기업위원회,산업통상자원중소벤처기업위원회,,,,,무소속/미래통합당/국민의힘,,,무소속/미래통합당/국민의힘,,,이철규,남,강원 동해시삼척시/강원 동해시태백시삼척시정선군/강원 동해시태백시삼척시정선군,,,
9S151177,,더불어민주당,0,,,,,,,,더불어민주당,,,더불어민주당,,,이탄희,남,경기 용인시정,,,1978-11-03T00:00:00.000Z
QTW6852F,,국민의당/국민의당,0,,,,,,,,국민의당/국민의당,,,국민의당/국민의당,,,이태규,남,비례대표/비례대표,,,
K5F2023J,기후에너지환경노동위원회,/더불어민주당/더불어민주당/더불어민주당,0,,기후에너지환경노동위원회,기후에너지환경노동위원회,,,,,/더불어민주당/더불어민주당/더불어민주당,,,/더불어민주당/더불어민주당/더불어민주당,,,이학영,남,경기 군포시/경기 군포시을/경기 군포시/경기 군포시,,,
CCU1009B,행정안전위원회,더불어민주당/더불어민주당,0,,행정안전위원회,행정안전위원회,,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,이해식,남,서울 강동구을/서울 강동구을,,,
EVH1507C,"정무위원회, 기후위기 특별위원회",//미래통합당/국민의힘,0,,"정무위원회, 기후위기 특별위원회","정무위원회, 기후위기 특별위원회",,,,,//미래통합당/국민의힘,,,//미래통합당/국민의힘,,,이헌승,남,부산 부산진구을/부산 부산진구을/부산 부산진구을/부산 부산진구을,,,
IOW8224X,,더불어민주당,0,,,,,,,,더불어민주당,,,더불어민주당,,,이형석,남,광주 북구을,,,
UM51067K,,/더불어민주당/더불어민주당,0,,,,,,,,/더불어민주당/더불어민주당,,,/더불어민주당/더불어민주당,,,인재근,여,서울 도봉구갑/서울 도봉구갑/서울 도봉구갑,,,
NLR6572J,,무소속,0,,,,,,,,무소속,,,무소속,,,임병헌,남,대구 중구남구,,,
4T026790,문화체육관광위원회,더불어민주당/더불어민주당,0,,문화체육관광위원회,문화체육관광위원회,,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,임오경,여,경기 광명시갑/경기 광명시갑,,,1971-12-11T00:00:00.000Z
EH27538E,"기후위기 특별위원회, 기획재정위원회",/미래통합당/국민의힘,0,,"기후위기 특별위원회, 기획재정위원회","기후위기 특별위원회, 기획재정위원회",,,,,/미래통합당/국민의힘,,,/미래통합당/국민의힘,,,임이자,여,비례대표/경북 상주시문경시 /경북 상주시문경시 ,,,
E6U4345C,,더불어민주당/더불어민주당,0,,,,,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,임종성,남,경기 광주시을/경기 광주시을,,,
FH777496,농림축산식품해양수산위원회,더불어민주당/더불어민주당,0,,농림축산식품해양수산위원회,농림축산식품해양수산위원회,,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,임호선,남,충북 증평군진천군음성군/충북 증평군진천군음성군,,,
RPN2293B,"순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 법제사법위원회",더불어민주당/더불어민주당,0,,"순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 법제사법위원회","순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 법제사법위원회",,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,장경태,남,서울 동대문구을/서울 동대문구을,,,1983-10-12T00:00:00.000Z
KFM1081G,"순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회, 산업통상자원중소벤처기업위원회",국민의힘/국민의힘,0,,"순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회, 산업통상자원중소벤처기업위원회","순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회, 산업통상자원중소벤처기업위원회",,,,,국민의힘/국민의힘,,,국민의힘/국민의힘,,,장동혁,남,충남 보령시서천군/충남 보령시서천군,,,
CZB4125D,,/무소속/미래통합당,0,,,,,,,,/무소속/미래통합당,,,/무소속/미래통합당,,,장제원,남,부산 사상구/부산 사상구/부산 사상구,,,
2NV6751W,"산업통상자원중소벤처기업위원회, 성평등가족위원회",더불어민주당/더불어민주당,0,,"산업통상자원중소벤처기업위원회, 성평등가족위원회","산업통상자원중소벤처기업위원회, 성평등가족위원회",,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,장철민,남,대전 동구/대전 동구,,,1983-05-16T00:00:00.000Z
GAV6441G,,정의당,0,,,,,,,,정의당,,,정의당,,,장혜영,여,비례대표,,,1987-04-08T00:00:00.000Z
DPZ7685X,,미래통합당,0,,,,,,,,미래통합당,,,미래통합당,,,전봉민,남,부산 수영구,,,1972-10-21T00:00:00.000Z
TJW93720,"국토교통위원회, 순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회, 국회운영위원회",더불어시민당/더불어민주당,0,,"국토교통위원회, 순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회, 국회운영위원회","국토교통위원회, 순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회, 국회운영위원회",,,,,더불어시민당/더불어민주당,,,더불어시민당/더불어민주당,,,전용기,남,비례대표/경기 화성시정,,,1991-10-26T00:00:00.000Z
9YO73104,산업통상자원중소벤처기업위원회,더불어민주당/더불어민주당/더불어민주당,0,,산업통상자원중소벤처기업위원회,산업통상자원중소벤처기업위원회,,,,,더불어민주당/더불어민주당/더불어민주당,,,더불어민주당/더불어민주당/더불어민주당,,,전재수,남,부산 북구강서구갑/부산 북구강서구갑/부산 북구갑,,,1971-04-20T00:00:00.000Z
71J2365L,,미래한국당,0,,,,,,,,미래한국당,,,미래한국당,,,전주혜,여,비례대표,,,
BM63269Y,,/더불어민주당/더불어민주당,0,,,,,,,,/더불어민주당/더불어민주당,,,/더불어민주당/더불어민주당,,,전해철,남,경기 안산시상록구갑/경기 안산시상록구갑/경기 안산시상록구갑,,,
N9X9673B,,/더불어민주당/더불어민주당,0,,,,,,,,/더불어민주당/더불어민주당,,,/더불어민주당/더불어민주당,,,전혜숙,여,비례대표/서울 광진구갑/서울 광진구갑,,,
USR7059P,,미래한국당,0,,,,,,,,미래한국당,,,미래한국당,,,정경희,여,비례대표,,,
DAY6557K,산업통상자원중소벤처기업위원회,미래통합당/국민의힘,0,,산업통상자원중소벤처기업위원회,산업통상자원중소벤처기업위원회,,,,,미래통합당/국민의힘,,,미래통합당/국민의힘,,,정동만,남,부산 기장군/부산 기장군,,,
V429892C,기획재정위원회,//더불어민주당/더불어민주당/더불어민주당,0,,기획재정위원회,기획재정위원회,,,,,//더불어민주당/더불어민주당/더불어민주당,,,//더불어민주당/더불어민주당/더불어민주당,,,정성호,남,"경기 양주,동두천시/경기 양주시동두천시/경기 양주시/경기 양주시/경기 동두천시양주시연천군갑",,,
VHK3402G,,////국민의힘,0,,,,,,,,////국민의힘,,,////국민의힘,,,정우택,남,"충북 진천,음성군/충청북도 진천,괴산,음성군/충북 청주시상당구/충북 청주시상당구/충북 청주시상당구",,,
NZF1659U,,/미래통합당,0,,,,,,,,/미래통합당,,,/미래통합당,,,정운천,남,전북 전주시을/비례대표,,,
LT72093S,"기획재정위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회",더불어민주당/더불어민주당,0,,"기획재정위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회","기획재정위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회",,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,정일영,남,인천 연수구을/인천 연수구을,,,
LJK4960Z,"국토교통위원회, 예산결산특별위원회",미래통합당/국민의힘,0,,"국토교통위원회, 예산결산특별위원회","국토교통위원회, 예산결산특별위원회",,,,,미래통합당/국민의힘,,,미래통합당/국민의힘,,,정점식,남,경남 통영시고성군,,,
TP066860,,더불어민주당,0,,,,,,,,더불어민주당,,,더불어민주당,,,정정순,남,충북 청주시상당구,,,
NQR1206Q,,/무소속///미래통합당,0,,,,,,,,/무소속///미래통합당,,,/무소속///미래통합당,,,정진석,남,"충청남도 공주시,연기군/충남 공주시,연기군/비례대표/충남 공주시부여군청양군/충남 공주시부여군청양군",,,
SBK1544B,,미래통합당,0,,,,,,,,미래통합당,,,미래통합당,,,정찬민,남,경기 용인시갑,,,
2385336L,국방위원회,//더불어민주당/더불어민주당,0,,국방위원회,국방위원회,,,,,//더불어민주당/더불어민주당,,,//더불어민주당/더불어민주당,,,정청래,남,서울특별시 마포구을/서울 마포구을/서울 마포구을/서울 마포구을,,,
MD083627,,더불어민주당/더불어민주당,0,,,,,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,정춘숙,여,비례대표/경기 용인시병,,,
UHB5553T,기획재정위원회,더불어민주당/더불어민주당,0,,기획재정위원회,기획재정위원회,,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,정태호,남,서울 관악구을/서울 관악구을,,,
3425169D,,더불어시민당,0,,,,,,,,더불어시민당,,,더불어시민당,,,정필모,남,비례대표,,,
PFG2137X,농림축산식품해양수산위원회,미래통합당/국민의힘,0,,농림축산식품해양수산위원회,농림축산식품해양수산위원회,,,,,미래통합당/국민의힘,,,미래통합당/국민의힘,,,정희용,남,경북 고령군성주군칠곡군/경북 고령군성주군칠곡군,,,1976-10-01T00:00:00.000Z
5KV82250,농림축산식품해양수산위원회,////미래통합당/국민의힘,0,,농림축산식품해양수산위원회,농림축산식품해양수산위원회,,,,,////미래통합당/국민의힘,,,////미래통합당/국민의힘,,,조경태,남,부산광역시 사하구을/부산 사하구을/부산 사하구을/부산 사하구을/부산 사하구을/부산 사하구을,,,
S741317G,,미래한국당,0,,,,,,,,미래한국당,,,미래한국당,,,조명희,여,비례대표,,,
YLS4431M,,미래한국당,0,,,,,,,,미래한국당,,,미래한국당,,,조수진,여,비례대표,,,1972-06-19T00:00:00.000Z
FYI20317,기획재정위원회,더불어민주당/더불어민주당/더불어민주당,0,,기획재정위원회,기획재정위원회,,,,,더불어민주당/더불어민주당/더불어민주당,,,더불어민주당/더불어민주당/더불어민주당,,,조승래,남,대전 유성구갑/대전 유성구갑/대전 유성구갑,,,
25I8709Q,,더불어민주당,0,,,,,,,,더불어민주당,,,더불어민주당,,,조오섭,남,광주 북구갑,,,
MQU41854,"기후위기 특별위원회, 문화체육관광위원회, 예산결산특별위원회, 성평등가족위원회",국민의힘/국민의힘,0,,"기후위기 특별위원회, 문화체육관광위원회, 예산결산특별위원회, 성평등가족위원회","기후위기 특별위원회, 문화체육관광위원회, 예산결산특별위원회, 성평등가족위원회",,,,,국민의힘/국민의힘,,,국민의힘/국민의힘,,,조은희,여,서울 서초구갑/서울 서초구갑,,,
CDL93608,,더불어민주당/더불어민주당,0,,,,,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,조응천,남,경기 남양주시갑/경기 남양주시갑,,,
IN328264,외교통일위원회,///더불어민주당/더불어민주당/더불어민주당,0,,외교통일위원회,외교통일위원회,,,,,///더불어민주당/더불어민주당/더불어민주당,,,///더불어민주당/더불어민주당/더불어민주당,,,조정식,남,경기 시흥시을/경기 시흥시을/경기 시흥시을/경기 시흥시을/경기 시흥시을/경기 시흥시을,,,
WJL30106,"교육위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",시대전환/국민의힘,0,,"교육위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회","교육위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",,,,,시대전환/국민의힘,,,시대전환/국민의힘,,,조정훈,남,비례대표/서울 마포구갑,,,1972-10-07T00:00:00.000Z
I434361W,,미래한국당,0,,,,,,,,미래한국당,,,미래한국당,,,조태용,남,비례대표,,,
Z6R3959C,,//미래통합당,0,,,,,,,,//미래통합당,,,//미래통합당,,,조해진,남,경남 밀양시창녕군/경남 밀양시창녕군/경남 밀양시의령군함안군창녕군,,,
T465023H,농림축산식품해양수산위원회,더불어민주당/더불어민주당,0,,농림축산식품해양수산위원회,농림축산식품해양수산위원회,,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,주철현,남,전남 여수시갑/전남 여수시갑,,,
8SV6917G,행정안전위원회,///무소속/미래통합당/국민의힘,0,,행정안전위원회,행정안전위원회,,,,,///무소속/미래통합당/국민의힘,,,///무소속/미래통합당/국민의힘,,,주호영,남,대구광역시 수성구을/대구 수성구을/대구 수성구을/대구 수성구을/대구 수성구갑/대구 수성구갑,,,
Y7K5946R,,미래한국당,0,,,,,,,,미래한국당,,,미래한국당,,,지성호,남,비례대표,,,1982-04-03T00:00:00.000Z
68P7228G,교육위원회,/더불어민주당/더불어민주당/더불어민주당,0,,교육위원회,교육위원회,,,,,/더불어민주당/더불어민주당/더불어민주당,,,/더불어민주당/더불어민주당/더불어민주당,,,진선미,여,비례대표/서울 강동구갑/서울 강동구갑/서울 강동구갑,,,
3C23171A,기획재정위원회,/더불어민주당/더불어민주당,0,,기획재정위원회,기획재정위원회,,,,,/더불어민주당/더불어민주당,,,/더불어민주당/더불어민주당,,,진성준,남,비례대표/서울 강서구을/서울 강서구을,,,
A494529E,국토교통위원회,더불어민주당/더불어민주당,0,,국토교통위원회,국토교통위원회,,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,천준호,남,서울 강북구갑/서울 강북구갑,,,1971-02-15T00:00:00.000Z
ICH23251,,열린민주당,0,,,,,,,,열린민주당,,,열린민주당,,,최강욱,남,비례대표,,,
I5I2468R,"기획재정위원회, 예산결산특별위원회",더불어민주당/더불어민주당,0,,"기획재정위원회, 예산결산특별위원회","기획재정위원회, 예산결산특별위원회",,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,최기상,남,서울 금천구/서울 금천구,,,
M7T9712V,,미래한국당,0,,,,,,,,미래한국당,,,미래한국당,,,최승재,남,비례대표,,,
8VJ8533R,,국민의당,0,,,,,,,,국민의당,,,국민의당,,,최연숙,여,비례대표,,,
YTA7297R,,국민의힘,0,,,,,,,,국민의힘,,,국민의힘,,,최영희,여,비례대표,,,
LPB30152,,더불어민주당/더불어민주당,0,,,,,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,최인호,남,부산 사하구갑/부산 사하구갑,,,
6RM29022,,국민의힘,0,,,,,,,,국민의힘,,,국민의힘,,,최재형,남,서울 종로구,,,
Z7Y7827F,,더불어민주당,0,,,,,,,,더불어민주당,,,더불어민주당,,,최종윤,남,경기 하남시,,,
3DK8989T,,미래통합당,0,,,,,,,,미래통합당,,,미래통합당,,,최춘식,남,경기 포천시가평군,,,
A0P4646G,"과학기술정보방송통신위원회, 예산결산특별위원회",미래통합당/국민의힘,0,,"과학기술정보방송통신위원회, 예산결산특별위원회","과학기술정보방송통신위원회, 예산결산특별위원회",,,,,미래통합당/국민의힘,,,미래통합당/국민의힘,,,최형두,남,경남 창원시마산합포구/경남 창원시마산합포구,,,
QD25323M,,더불어시민당,0,,,,,,,,더불어시민당,,,더불어시민당,,,최혜영,여,비례대표,,,1979-06-01T00:00:00.000Z
G152611B,정무위원회,/미래통합당/국민의힘,0,,정무위원회,정무위원회,,,,,/미래통합당/국민의힘,,,/미래통합당/국민의힘,,,추경호,남,대구 달성군/대구 달성군/대구 달성군,,,
XJC13432,,미래통합당,0,,,,,,,,미래통합당,,,미래통합당,,,태영호,남,서울 강남구갑,,,
FGI27280,,미래통합당,0,,,,,,,,미래통합당,,,미래통합당,,,하영제,남,경남 사천시남해군하동군,,,
I0S53762,,//미래통합당,0,,,,,,,,//미래통합당,,,//미래통합당,,,하태경,남,부산 해운대구기장군을/부산 해운대구갑/부산 해운대구갑,,,
JQA21112,"국방위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회, 예산결산특별위원회",//미래통합당/국민의힘,0,,"국방위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회, 예산결산특별위원회","국방위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회, 예산결산특별위원회",,,,,//미래통합당/국민의힘,,,//미래통합당/국민의힘,,,한기호,남,강원 철원군화천군양구군인제군/강원 철원군화천군양구군인제군/강원 춘천시철원군화천군양구군을/강원 춘천시철원군화천군양구군을,,,
UB114374,,미래한국당,0,,,,,,,,미래한국당,,,미래한국당,,,한무경,여,비례대표,,,
H5476989,"윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회, 예산결산특별위원회, 행정안전위원회",/더불어민주당/더불어민주당,0,,"윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회, 예산결산특별위원회, 행정안전위원회","윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회, 예산결산특별위원회, 행정안전위원회",,,,,/더불어민주당/더불어민주당,,,/더불어민주당/더불어민주당,,,한병도,남,전북 익산시/전북 익산시을 /전북 익산시을 ,,,
XPP2564T,외교통일위원회,/더불어민주당/더불어민주당/더불어민주당,0,,외교통일위원회,외교통일위원회,,,,,/더불어민주당/더불어민주당/더불어민주당,,,/더불어민주당/더불어민주당/더불어민주당,,,한정애,여,비례대표/서울 강서구병/서울 강서구병/서울 강서구병,,,
BCQ55105,국토교통위원회,더불어민주당/더불어민주당,0,,국토교통위원회,국토교통위원회,,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,한준호,남,경기 고양시을/경기 고양시을,,,1974-02-20T00:00:00.000Z
NCO99988,,더불어민주당,0,,,,,,,,더불어민주당,,,더불어민주당,,,허숙정,여,비례대표,,,1975-03-19T00:00:00.000Z
FU53642G,"정무위원회, 국회운영위원회",더불어민주당/더불어민주당,0,,"정무위원회, 국회운영위원회","정무위원회, 국회운영위원회",,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,허영,남,강원 춘천시철원군화천군양구군갑/강원 춘천시철원군화천군양구군갑,,,1970-03-29T00:00:00.000Z
66W6739S,,미래한국당,0,,,,,,,,미래한국당,,,미래한국당,,,허은아,여,비례대표,,,1972-05-26T00:00:00.000Z
VCP96419,기후에너지환경노동위원회,더불어민주당/더불어민주당,0,,기후에너지환경노동위원회,기후에너지환경노동위원회,,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,허종식,남,인천 동구미추홀구갑/인천 동구미추홀구갑,,,
5MD4184K,"외교통일위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회",더불어민주당/더불어민주당,0,,"외교통일위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회","외교통일위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회",,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,홍기원,남,경기 평택시갑/경기 평택시갑,,,
GD131760,,///미래통합당,0,,,,,,,,///미래통합당,,,///미래통합당,,,홍문표,남,충남 예산군/충남 홍성군예산군/충남 홍성군예산군/충남 홍성군예산군,,,
EMC8812P,,미래통합당,0,,,,,,,,미래통합당,,,미래통합당,,,홍석준,남,대구 달서구갑,,,
2N793392,,더불어민주당,0,,,,,,,,더불어민주당,,,더불어민주당,,,홍성국,남,세종특별자치시갑,,,
KR14136C,,민주당//더불어민주당/더불어민주당,0,,,,,,,,민주당//더불어민주당/더불어민주당,,,민주당//더불어민주당/더불어민주당,,,홍영표,남,인천 부평구을/인천 부평구을/인천 부평구을/인천 부평구을,,,
FRN1867O,,/더불어민주당/더불어민주당,0,,,,,,,,/더불어민주당/더불어민주당,,,/더불어민주당/더불어민주당,,,홍익표,남,서울 성동구을/서울 중구성동구갑/서울 중구성동구갑,,,
XA42275R,,더불어민주당,0,,,,,,,,더불어민주당,,,더불어민주당,,,홍정민,여,경기 고양시병,,,1978-11-24T00:00:00.000Z
NAL4555X,,국민의힘,0,,,,,,,,무소속,,,국민의힘,,,홍준표,남,대구 수성구을,,,
J9S37905,,미래통합당,0,,,,,,,,미래통합당,,,미래통합당,,,황보승희,여,부산 중구영도구,,,1976-08-05T00:00:00.000Z
0YT3774N,국토교통위원회,더불어민주당/조국혁신당,0,,국토교통위원회,국토교통위원회,,,,,더불어민주당/조국혁신당,,,더불어민주당/조국혁신당,,,황운하,남,대전 중구/비례대표,,,
0VU8517U,국방위원회,더불어민주당/더불어민주당/더불어민주당,0,,국방위원회,국방위원회,,,,,더불어민주당/더불어민주당/더불어민주당,,,더불어민주당/더불어민주당/더불어민주당,,,황희,남,서울 양천구갑/서울 양천구갑/서울 양천구갑,,,
